carid,tradeTime,brand,serial,model,mileage,color,cityId,carCode,transferCount,seatings,registerDate,licenseDate,country,maketype,modelyear,displacement,gearbox,oiltype,newprice,price
32209,2020-06-20,11,238,591,5.77,6,17,1,0,5,2017-04-01,2017-08-01,779412,2,2017,2,13,1,42.76,26.2
32211,2020-11-25,11,238,591,6.96,2,1,1,0,5,2016-09-01,2016-12-05,779412,2,2017,2,13,1,42.76,25.98
32217,2021-02-28,10,204,1194,7.03,6,1,2,1,5,2010-07-01,2010-09-28,779413,1,2010,1.5,6,1,5.58,0.9
32220,2021-02-06,10,204,1194,18.4,5,15,2,0,5,2010-09-01,2010-10-14,779413,1,2010,1.5,6,1,5.58,0.58
32224,2020-05-09,12,21,78,4.85,1,8,2,0,5,2012-06-01,2012-08-10,779415,2,2011,1.3,22,1,8.98,4.68
32241,2020-06-13,3,559,6403,0.14,6,5,1,0,5,2019-02-01,2019-04-24,,,2019,1.5,11,1,16.78,12.8
32245,2020-08-03,59,1026,6407,7.87,4,19,3,0,5,2010-12-01,2011-05-16,779413,1,,1.5,6,1,7.68,0.3
32250,2021-05-12,27,573,6410,6.85,2,1,1,0,5,2014-02-01,2014-05-05,779411,3,2014,3,13,1,176.8,79
32267,2020-08-28,6,452,6413,9.74,1,43,2,1,5,2010-01-01,2010-02-25,779413,1,2010,1.3,4,1,5.88,1.6
32270,2020-06-19,42,396,6414,6.13,1,4,1,0,5,2014-12-01,2015-08-13,779412,3,2014,3,31,1,68.8,39.98
32284,2020-05-06,8,1027,6415,7.47,1,13,1,0,5,2014-09-01,2014-10-10,779412,2,2014,1.4,31,1,16.89,6.98
32289,2021-06-06,49,1028,6417,13.35,2,17,2,0,5,2010-09-01,2011-01-14,,,2011,2,5,1,20.99,4
32300,2020-08-15,13,58,6422,1.82,1,4,1,0,5,2018-05-01,2018-10-18,,,2018,1.3,1,5,6.89,4.28
32308,2020-06-13,18,175,6424,2.21,1,3,4,0,5,2019-03-01,2019-05-14,,,2019,2,13,1,46.39,40.9799
32312,2021-04-19,20,459,6428,4.95,2,1,1,0,5,2015-02-01,2015-08-20,779412,3,2015,3,15,1,81.2,41.98
32320,2020-02-23,8,14,6429,5.52,1,1,1,2,5,2016-08-01,2016-09-06,779412,2,2015,1.6,6,1,13.88,7.6
32321,2020-06-10,8,14,6429,5.77,1,1,1,2,5,2016-08-01,2016-09-06,779412,2,2015,1.6,6,1,13.88,6.88
32326,2020-04-13,20,176,6425,4.46,4,3,1,0,4,2015-09-01,2016-10-24,779412,3,2014,2,15,1,59.9,27.68
32329,2020-01-14,44,319,6432,5.35,2,3,1,0,5,2016-08-01,2017-10-24,779416,3,2016,3,13,1,57.99,27.9
32333,2021-05-07,13,58,6422,6.72,1,17,1,0,5,2018-07-01,2018-08-11,779416,2,2018,1.3,1,1,6.89,3.68
32339,2021-01-27,55,823,6423,5.9,1,1,2,3,5,2011-11-01,2013-03-04,779415,3,2011,3.5,15,1,65.5,15.8
32360,2021-06-05,3,137,6438,3.71,1,5,1,0,5,2017-09-01,2017-11-08,779416,2,2017,1.6,6,1,12.78,4.75
32361,2020-10-13,44,319,6439,6.98,5,1,1,0,5,2014-11-01,2017-07-13,779416,3,2015,3.6,13,1,67.59,28.8
32371,2020-06-05,50,1031,6444,6.91,5,1,2,2,5,2008-10-01,2010-09-30,,,2008,2.5,6,1,33.98,13.95
32372,2020-03-24,61,232,6445,0.1,1,3,1,0,5,2019-11-01,2020-01-02,,,2019,1.5,31,1,13.78,12.2
32374,2020-09-10,3,276,6446,0.83,7,4,4,0,4,2019-09-01,2020-05-13,,,,2.3,29,1,36.98,34.8
32384,2021-06-28,7,332,6451,1.25,1,1,4,0,5,2019-10-01,2020-01-08,779415,2,2019,2.5,20,1,23.88,18.58
32393,2020-11-14,44,170,6454,10.48,1,28,2,1,5,2014-03-01,2015-02-10,779416,3,2013,2,5,1,23.99,8.5
32395,2020-08-21,44,170,6454,9.21,2,19,1,0,5,2012-10-01,2013-02-28,779416,3,2013,2,5,1,23.99,6.58
32407,2021-04-07,11,238,377,10.92,5,1,2,0,5,2011-08-01,2011-08-31,779412,2,2011,2,13,1,42.38,11.4799
32447,2020-05-08,30,834,6466,11.37,2,17,2,0,5,2012-02-01,2012-05-09,,,2012,2,32,1,37.49,11
32453,2020-12-24,12,71,6468,5.86,1,1,1,2,5,2016-11-01,2016-11-14,779415,2,2016,1.5,12,1,12.99,8.98
32454,2021-04-25,12,71,6468,3.87,2,17,1,1,5,2018-01-01,2018-02-26,779415,2,2016,1.5,12,1,12.99,9.68
32456,2021-03-16,12,71,6468,7.78,1,15,1,0,5,2016-12-01,2017-01-23,779415,2,2016,1.5,12,1,12.99,8.5
32459,2020-10-12,12,71,6468,2.46,1,19,1,0,5,2016-12-01,2017-03-28,779415,2,2016,1.5,12,1,12.99,8.9
32461,2021-05-10,12,71,6468,6.16,1,19,1,0,5,2016-10-01,2016-10-24,779415,2,2016,1.5,12,1,12.99,8.17
32465,2020-05-07,12,71,6468,5.92,1,17,1,2,5,2016-07-01,2016-08-12,779415,2,2016,1.5,12,1,12.99,8.9799
32472,2021-02-21,18,33,413,8.65,5,1,2,0,5,2008-06-01,2008-11-25,779412,2,2008,2,3,1,30.9,5.88
32475,2021-05-15,12,71,6468,8.81,3,3,1,1,5,2016-05-01,2016-06-16,779415,2,2016,1.5,12,1,12.99,8.6
32477,2020-06-23,46,544,6472,5.45,1,19,1,0,5,2015-04-01,2015-07-30,779411,3,2015,2,13,1,57.8,17.8
32482,2020-04-18,32,139,1109,4.52,4,1,2,0,5,2012-01-01,2012-03-15,779415,2,2012,1.3,6,1,6.08,2.1
32487,2021-03-27,16,37,6473,4.67,4,17,1,2,5,2017-02-01,2017-03-27,779415,2,2016,2,3,1,16.08,9.98
32488,2021-06-12,16,37,6473,4.68,4,17,1,1,5,2017-02-01,2017-03-27,779415,2,2016,2,3,1,16.08,9.88
32492,2020-11-20,8,163,6475,11.6,5,19,3,0,5,2006-10-01,2007-01-10,779412,2,2006,2,3,1,18.38,2.3
32497,2021-04-27,10,311,797,7.33,6,14,2,0,5,2014-06-01,2014-09-29,779413,1,2014,2,20,1,11.29,3.7
32498,2021-06-18,10,311,797,7.35,6,14,2,0,5,2014-06-01,2014-09-29,779413,1,2014,2,20,1,11.29,3.9
32502,2021-01-09,52,355,6471,4.71,4,17,1,0,5,2016-05-01,2016-08-01,779413,1,2015,1.5,6,1,8.68,2.8
32526,2020-07-27,8,135,6481,7.26,4,1,2,0,5,2011-05-01,2011-08-26,779412,2,2011,1.6,3,1,12.39,4.5
32530,2020-10-07,8,135,6481,8.57,1,3,2,0,5,2011-08-01,2011-09-28,779412,2,2011,1.6,3,1,12.39,3.68
32532,2020-08-11,8,135,6481,10.58,4,7,2,1,5,2010-11-01,2011-01-25,779412,2,2011,1.6,3,1,12.39,3.98
32538,2020-09-29,68,271,6483,1.54,1,14,1,0,4,2015-10-01,2016-01-06,0,1,2014,2.4,6,1,15.68,7.18
32544,2020-08-03,45,131,6487,1.96,5,1,4,0,5,2019-05-01,2019-06-13,,,2018,2.5,25,2,41.8,41.9
32556,2021-03-05,23,56,6493,4.55,2,1,1,0,5,2017-01-01,2017-04-12,779419,2,2016,1.6,16,1,16.98,8.5
32575,2021-03-20,18,136,1296,3.8,1,1,1,0,5,2015-04-01,2015-06-30,779412,2,2014,2,13,1,28.5,13.9
32617,2020-09-08,20,95,6496,2.64,2,1,1,1,5,2016-08-01,2016-10-18,779412,2,2016,2,19,1,43.68,31.8
32623,2020-11-05,20,95,6496,9.22,1,3,1,0,5,2017-08-01,2017-12-05,779412,2,2016,2,19,1,43.68,30.5
32624,2020-11-23,20,95,6496,6.58,1,14,1,0,5,2016-11-01,2017-01-12,779412,2,2016,2,19,1,43.68,33.78
32635,2021-07-17,20,614,6498,13.35,2,19,2,0,5,2010-09-01,2010-12-01,779412,3,2010,3,15,1,52.8,8.98
32638,2020-08-12,18,289,6485,17.39,6,17,2,0,5,2010-05-01,2010-09-16,779412,2,2008,2.5,3,1,58.1,9.5
32642,2020-02-23,18,289,6485,15.37,1,1,2,0,5,2009-12-01,2010-02-25,779412,2,2008,2.5,3,1,58.1,9.85
32660,2021-05-24,2,349,6482,7.8,3,5,1,0,5,2017-06-01,2017-07-06,779415,2,2016,1.5,2,1,8.58,5.8
32699,2021-02-10,23,77,6506,3.59,1,1,1,0,7,2016-12-01,2017-02-20,779419,2,2017,2,3,1,28.98,14.3
32710,2020-09-12,2,285,6508,11.32,1,17,2,1,5,2012-07-01,2012-11-01,779415,2,2010,2.5,3,1,20.98,10.88
32711,2021-07-14,2,285,6508,14.02,5,17,2,0,5,2012-05-01,2012-05-28,779415,2,2010,2.5,3,1,20.98,9
32768,2021-06-29,6,265,6516,0.64,1,20,4,0,5,2020-12-01,2021-01-25,,,2020,1.5,6,1,5.59,4.98
32775,2020-11-23,2,187,6518,3.37,1,1,4,1,5,2019-03-01,2019-05-21,,,2019,2,2,1,19.68,18.3
32776,2020-11-09,101,626,6519,9.04,2,21,1,0,5,2016-01-01,2016-03-18,,,2016,2,12,1,12.28,6.5
32789,2020-05-17,12,92,6521,13.94,2,17,5,0,5,2006-04-01,2006-05-17,779415,2,2006,2,22,1,20.98,2.8
32790,2021-06-19,33,302,6512,11.17,1,17,2,0,5,2012-05-01,2012-05-30,779414,2,2012,2,3,1,19.97,4.98
32791,2020-05-20,33,302,6512,10.73,1,1,2,0,5,2011-12-01,2011-12-30,779414,2,2012,2,3,1,19.97,5.05
32792,2020-05-17,33,302,6512,8.41,1,4,2,0,5,2012-06-01,2012-07-12,779414,2,2012,2,3,1,19.97,6.1
32801,2020-10-30,18,136,1329,4.8,1,19,1,0,5,2017-09-01,2017-11-10,779412,2,2018,1.5,3,1,28.38,17.8
32805,2020-11-07,18,136,1329,4.6,3,1,1,0,5,2017-06-01,2017-09-19,779412,2,2018,1.5,3,1,28.38,17
32808,2020-04-18,18,136,1329,3.27,1,1,1,0,5,2017-07-01,2017-09-27,779412,2,2018,1.5,3,1,28.38,15.8
32812,2021-01-09,2,502,6525,0.65,1,19,4,0,5,2020-07-01,2020-07-28,779415,2,2019,2,30,1,21.78,18.58
32829,2021-07-31,18,136,1329,4.05,1,17,1,0,5,2018-04-01,2018-08-31,779412,2,2018,1.5,3,1,28.38,16.5
32830,2021-04-19,18,136,1329,9.9,1,1,1,0,5,2017-12-01,2018-02-02,779412,2,2018,1.5,3,1,28.38,17.5
32835,2021-07-15,44,170,6528,4.91,1,1,1,0,5,2015-02-01,2016-07-06,779416,3,2014,2.4,3,1,26.99,10
32847,2020-12-22,8,83,6511,7,6,1,2,0,5,2011-11-01,2012-02-09,779412,2,2011,2,32,1,30.08,10.4
32856,2021-07-18,8,219,588,0.2,6,4,1,0,5,2018-03-01,2018-05-23,779412,2,2018,1.5,3,1,13.99,8.68
32863,2020-05-13,13,310,728,9.23,1,1,1,1,7,2014-06-01,2014-08-19,,,2014,2.4,3,1,20.99,7.2
32864,2020-10-24,13,310,728,6.33,1,1,2,0,7,2013-10-01,2013-12-03,,,2014,2.4,3,1,20.99,7.49
32867,2020-07-09,13,310,728,7.27,2,4,2,0,7,2014-04-01,2014-09-05,,,2014,2.4,3,1,20.99,7.38
32868,2020-08-15,11,238,6515,6.75,1,7,1,0,5,2017-07-01,2017-08-15,779412,2,2017,2,13,1,42.76,24.5
32870,2021-02-01,11,238,6515,3.87,1,1,1,0,5,2018-02-01,2018-03-30,779412,2,2017,2,13,1,42.76,26.38
32906,2021-04-28,11,15,6534,29.06,2,3,1,0,5,2016-11-01,2016-12-16,779412,2,2017,2.5,2,1,43.88,19.98
32913,2020-06-14,2,134,6538,5.54,8,5,1,0,5,2016-02-01,2016-04-06,779415,2,2016,1.8,25,2,14.18,9.2
32920,2020-12-24,2,134,6538,6.84,5,17,1,1,5,2017-04-01,2017-04-27,779415,2,2016,1.8,25,2,14.18,8.9799
32922,2020-04-25,2,134,6538,6.54,8,17,1,0,5,2016-09-01,2016-09-22,779415,2,2016,1.8,25,2,14.18,9.38
32927,2020-08-01,2,134,6538,5.89,1,14,1,0,5,2016-12-01,2017-01-06,779415,2,2016,1.8,25,2,14.18,9.38
32928,2020-07-17,8,163,6539,15.62,5,15,3,1,5,2006-09-01,2007-07-06,779412,2,2006,1.8,3,1,21.38,1.88
32933,2021-04-19,30,347,6540,13.36,5,1,2,0,5,2013-04-01,2013-07-22,779418,2,2013,2,23,1,40.99,11.38
32947,2020-08-23,30,347,6540,7.66,6,1,2,1,5,2013-01-01,2013-05-09,779418,2,2013,2,32,1,40.99,13.98
32952,2021-01-20,2,187,6541,2.06,6,17,1,0,5,2019-01-01,2019-03-28,779415,2,2016,2,2,1,17.68,13.6
32961,2020-03-23,11,15,6534,4.96,2,1,1,0,5,2016-08-01,2016-08-30,779412,2,2017,2.5,2,1,43.88,27.5
32963,2020-07-31,11,15,6534,5.35,2,1,1,0,5,2017-02-01,2017-06-09,779412,2,2017,2.5,2,1,43.88,28.9
32964,2020-04-25,11,15,6534,4.96,2,1,1,1,5,2016-08-01,2016-08-30,779412,2,2017,2.5,2,1,43.88,26.8
32975,2021-03-28,3,133,6532,10.45,2,1,2,1,5,2014-03-01,2014-05-23,779416,2,2013,2,3,1,26.58,9.8
32981,2021-05-04,42,107,6545,15.9,5,1,3,0,5,2007-06-01,2007-10-18,779412,3,2007,4.8,3,1,199.8,19.99
32983,2020-04-16,42,107,6545,15.25,6,1,2,1,5,2007-07-01,2008-09-23,779412,3,2007,4.8,3,1,199.8,16.5
32984,2020-04-10,42,107,6545,15.25,8,1,2,3,5,2007-07-01,2011-09-09,779412,3,2007,4.8,3,1,199.8,17.5
32995,2020-09-03,8,815,6547,21.89,5,14,3,1,5,2007-09-01,2007-09-28,779412,2,,1.8,21,1,22.78,1.6
32998,2021-04-19,8,815,6547,7.43,2,19,3,1,5,2007-12-01,2008-01-30,779412,2,,1.8,21,1,22.78,2.8
33000,2021-03-08,8,815,6547,15.77,2,1,2,3,5,2009-01-01,2009-03-06,779412,2,,1.8,21,1,22.78,2.2
33001,2021-06-14,8,815,6547,11.89,2,1,3,1,5,2007-01-01,2007-02-13,779412,2,,1.8,21,1,22.78,2.18
33006,2021-06-15,2,134,6538,6.1,1,14,1,0,5,2015-12-01,2016-02-04,779415,2,2016,1.8,25,2,14.18,8.1
33007,2021-07-26,2,134,6538,4.83,8,1,1,3,5,2016-09-01,2016-10-12,779415,2,2016,1.8,25,2,14.18,8.97
33009,2021-01-17,2,134,6538,6.84,5,17,1,0,5,2017-04-01,2017-04-27,779415,2,2016,1.8,25,2,14.18,8.88
33025,2021-03-25,2,134,6538,4.83,8,1,1,1,5,2016-09-01,2016-10-12,779415,2,2016,1.8,25,2,14.18,9.8
33032,2020-12-22,11,359,6550,13.27,2,1,2,2,4,2010-03-01,2010-07-23,779412,3,2009,2.8,20,1,85.8,13.9
33034,2021-04-04,11,359,6550,13.38,2,1,2,1,4,2010-03-01,2010-07-23,779412,3,2009,2.8,20,1,85.8,11.5
33036,2021-07-14,8,208,6551,1.66,1,1,1,0,5,2018-11-01,2019-01-23,779412,2,2019,1.4,16,1,16.52,13.3
33050,2020-04-26,8,208,6551,0.54,1,15,1,0,5,2019-07-01,2019-10-24,,,2019,1.4,31,1,16.52,14.2
33055,2020-05-07,89,886,6559,0.01,1,13,1,0,5,2019-03-01,2020-01-09,,,2019,2,20,1,15.88,12.8
33060,2020-09-18,3,137,6560,5.88,5,17,3,0,5,2007-05-01,2007-07-12,779416,2,2007,1.8,17,1,13.98,1.8
33062,2020-12-12,3,137,6560,12.04,5,1,2,2,5,2008-03-01,2008-04-24,779416,2,2007,1.8,17,1,13.98,1.38
33071,2020-05-31,3,137,6560,11.63,5,15,3,0,5,2007-06-01,2007-07-13,779416,2,2007,1.8,17,1,13.98,1.35
33076,2021-03-01,89,886,6559,1.68,1,1,1,1,5,2018-11-01,2019-03-12,779414,3,2019,2,20,1,15.88,9.98
33077,2020-12-06,13,771,6562,9.12,5,1,2,1,5,2008-11-01,2009-04-07,779416,3,2008,2.4,21,1,24.48,3.8
33096,2020-05-17,2,34,6554,14.05,2,17,2,0,7,2010-12-01,2011-02-23,779415,2,2009,2.7,3,1,29.88,11.8
33104,2020-08-29,2,34,6554,9.89,5,14,2,0,7,2011-11-01,2011-12-28,779415,2,2009,2.7,3,1,29.88,11.8
33113,2020-03-31,2,34,6554,15.15,2,1,2,0,7,2010-11-01,2010-12-14,779415,2,2009,2.7,3,1,29.88,11.2
33127,2021-07-30,12,275,972,12.53,1,14,2,0,7,2013-08-01,2013-09-22,779415,2,2013,2.4,22,1,25.68,11.38
33128,2020-06-22,12,275,972,14.27,2,1,2,0,7,2013-04-01,2013-04-25,779415,2,2013,2.4,22,1,25.68,12.8
33129,2020-12-11,12,275,972,10.13,5,5,2,1,7,2012-07-01,2013-07-30,779415,2,2013,2.4,22,1,25.68,12.3
33131,2021-02-21,12,275,972,5.73,5,1,2,1,7,2012-10-01,2013-01-31,779415,2,2013,2.4,22,1,25.68,13.25
33135,2020-07-31,12,275,972,9.64,5,1,2,0,7,2013-05-01,2013-10-12,779415,2,2013,2.4,22,1,25.68,11.98
33136,2020-08-18,12,275,972,9.09,1,28,2,1,7,2013-11-01,2014-02-11,779415,2,2013,2.4,22,1,25.68,13.5
33138,2021-07-10,12,275,972,12.46,1,14,2,0,7,2013-08-01,2013-09-22,779415,2,2013,2.4,22,1,25.68,11.88
33142,2020-06-07,12,275,972,13.53,2,1,2,0,7,2012-11-01,2013-02-01,779415,2,2013,2.4,22,1,25.68,12
33165,2020-05-06,11,63,928,6.47,1,1,1,0,5,2016-11-01,2017-06-05,779412,2,2017,2,31,1,33.98,20.8
33166,2020-06-04,11,63,928,7.07,6,1,1,1,5,2017-02-01,2017-05-16,779412,2,2017,2,31,1,33.98,20.8
33167,2020-10-13,11,63,928,5.35,1,3,1,1,5,2016-11-01,2016-12-30,779412,2,2017,2,31,1,33.98,21.5
33170,2020-09-04,11,63,928,6.91,1,1,1,0,5,2016-12-01,2017-07-07,779412,2,2017,2,31,1,33.98,20.8
33174,2020-12-12,11,63,928,6.41,1,13,1,1,5,2017-09-01,2017-11-02,779412,2,2018,2,31,1,33.9799,20.98
33178,2021-03-01,15,446,6568,3.35,5,14,1,0,5,2018-04-01,2019-09-26,779413,1,2018,1.3,6,1,8.68,5.28
33180,2020-05-22,7,57,6569,7.23,5,4,3,1,5,2010-03-01,2011-07-26,779415,2,2010,2,12,1,20.78,6.28
33182,2020-10-13,3,133,6570,2.03,1,19,1,0,5,2019-01-01,2019-03-12,,,2018,1.5,3,1,19.28,13.38
33188,2020-09-01,8,219,1017,0.01,1,7,4,0,5,2020-01-01,2020-07-29,,,2019,1.5,3,1,13.99,10.9799
33190,2020-06-14,8,219,1017,1.17,2,18,4,0,5,2019-06-01,2019-08-05,,,2019,1.5,3,1,13.99,10.97
33195,2021-07-02,18,819,6573,0.42,1,3,4,1,5,2021-01-01,2021-04-02,,,2021,1.5,7,1,20.38,15.3
33199,2020-09-02,7,959,6575,2.87,2,1,1,0,5,2017-05-01,2018-02-11,,,2017,2.5,6,1,15.68,8.9
33200,2020-09-17,7,959,6575,2.87,2,1,2,3,5,2017-05-01,2018-02-11,,,2017,2.5,6,1,15.68,8.5
33214,2020-07-09,3,137,176,8.86,5,19,1,0,5,2013-08-01,2014-04-22,779416,2,2012,1.6,32,1,14.39,4.4
33225,2020-08-14,3,137,176,5.19,5,1,2,0,5,2013-04-01,2013-05-14,779416,2,2012,1.6,32,1,14.39,4.72
33266,2020-05-30,3,137,176,3.51,1,1,2,0,5,2014-04-01,2014-05-29,779416,2,2012,1.6,32,1,14.39,4.8
33270,2020-12-09,3,137,176,5.22,5,35,1,0,5,2015-02-01,2015-05-11,779416,2,2012,1.6,32,1,14.39,5.2
33280,2021-05-03,18,102,6580,6.17,5,1,3,0,5,2006-05-01,2007-01-30,779412,3,2005,3,3,1,58,8.98
33285,2020-04-15,2,82,6581,10.67,2,1,1,0,5,2017-05-01,2017-06-12,779415,2,2016,2,3,1,20.58,12.6
33302,2021-03-28,28,78,6585,10.91,1,14,2,1,5,2015-03-01,2015-08-21,779419,2,2015,1.6,3,1,11.28,5.1
33303,2021-05-11,28,78,6585,10.91,1,14,1,1,5,2015-03-01,2015-08-21,779419,2,2015,1.6,3,1,11.28,4.85
33321,2020-04-17,27,382,6588,13.08,5,71,2,2,5,2010-02-01,2010-06-24,779411,3,2011,2.7,3,3,69.8,21.98
33325,2020-04-05,23,594,6589,5.86,4,3,2,0,4,2011-01-01,2011-05-09,779419,3,2009,2,21,1,25,8.58
33328,2020-10-31,8,219,1017,0.93,1,13,4,0,5,2019-09-01,2019-10-30,779412,2,2019,1.5,3,1,13.99,10.5
33329,2021-06-20,8,219,1017,6.98,7,2,4,0,5,2019-08-01,2019-09-23,779412,2,2019,1.5,3,1,13.99,9.1
33339,2020-08-24,16,290,669,14,8,1,2,1,5,2014-10-01,2014-12-04,779415,2,2013,2,21,1,14.78,5.9
33341,2020-09-23,16,290,669,5.04,8,19,1,0,5,2014-08-01,2015-08-26,779415,2,2013,2,21,1,14.78,6.58
33342,2020-12-29,16,290,669,4.62,5,1,2,1,5,2014-01-01,2014-03-27,779415,2,2013,2,21,1,14.78,6.56
33343,2021-02-03,16,290,669,10.83,8,10,2,2,5,2014-01-01,2014-05-05,779415,2,2013,2,21,1,14.78,5.9
33344,2021-03-14,16,290,669,8.29,2,1,2,1,5,2013-11-01,2013-11-28,779415,2,2013,2,21,1,14.78,5
33354,2020-10-17,16,290,669,8.43,4,1,2,0,5,2014-03-01,2014-04-09,779415,2,2013,2,21,1,14.78,6.5
33355,2020-09-10,16,290,669,7.45,8,1,2,0,5,2013-12-01,2014-01-03,779415,2,2013,2,21,1,14.78,6.5
33358,2020-10-19,16,290,669,3.98,8,1,2,0,5,2014-11-01,2015-01-04,779415,2,2013,2,21,1,14.78,7.18
33362,2020-12-11,16,290,669,4.62,5,1,2,1,5,2014-01-01,2014-03-27,779415,2,2013,2,21,1,14.78,6.56
33363,2021-01-19,16,290,669,4.62,5,1,2,1,5,2014-01-01,2014-03-27,779415,2,2013,2,21,1,14.78,6.56
33367,2021-04-29,16,290,669,7.07,8,17,1,0,5,2014-01-01,2014-04-30,779415,2,2013,2,21,1,14.78,5.98
33375,2020-03-06,16,290,669,2.04,2,15,1,0,5,2014-11-01,2015-01-26,779415,2,2013,2,21,1,14.78,5.3
33378,2020-07-15,16,290,669,5.31,8,1,2,0,5,2013-07-01,2013-11-12,779415,2,2013,2,21,1,14.78,5.6
33389,2020-05-13,16,290,669,12.66,4,14,2,0,5,2013-09-01,2013-12-02,779415,2,2013,2,21,1,14.78,5.88
33396,2020-03-01,7,166,6592,10.34,2,17,2,2,5,2009-09-01,2009-09-24,779415,2,2009,2.5,5,1,28.98,4.8
33413,2020-10-08,8,135,6571,3.54,1,3,1,1,5,2016-10-01,2016-11-22,779412,2,2014,1.4,6,1,7.59,4.38
33418,2021-02-04,8,135,6571,4.05,1,7,1,0,5,2015-01-01,2015-02-04,779412,2,2014,1.4,6,1,7.59,4.2
33433,2021-06-03,8,135,6571,6.96,1,3,2,0,5,2014-07-01,2014-07-30,779412,2,,1.4,6,1,7.59,3.5
33449,2020-08-06,8,48,1220,1.59,5,14,4,0,5,2019-08-01,2019-09-30,,,2019,2,31,1,21.89,16.9899
33459,2020-10-15,19,299,6602,1.17,1,1,1,0,5,2018-12-01,2018-12-25,,,2017,2.4,6,1,9.68,7.5
33462,2020-12-10,19,299,6602,1.7,1,1,1,0,5,2017-09-01,2018-01-09,,,2017,2.4,6,1,9.68,6.5
33476,2020-12-17,18,510,6609,15.38,5,1,2,0,5,2010-10-01,2011-04-25,779412,3,2009,3,3,1,137.8,25.75
33479,2021-05-21,18,510,6609,15.66,5,5,2,0,5,2011-12-01,2012-03-07,779412,3,2009,3,3,1,137.8,23.38
33484,2021-04-27,18,510,6609,15.92,7,14,2,1,5,2011-11-01,2012-04-28,779412,3,2009,3,3,1,137.8,21
33490,2021-01-28,18,510,6609,12.48,6,9,2,1,5,2008-12-01,2009-03-27,779412,3,2009,3,3,1,137.8,18.8
33495,2021-04-28,46,544,6610,7.02,1,1,1,0,5,2015-09-01,2016-05-12,779411,3,2016,2,13,1,56.8,18.98
33498,2020-04-15,11,63,224,8.13,5,1,2,2,5,2010-07-01,2010-09-15,779412,2,2010,2,2,1,39.9,9.58
33504,2020-06-18,11,63,224,10.36,3,1,2,1,5,2009-09-01,2010-04-01,779412,2,2010,2,2,1,39.9,8.9
33506,2021-04-26,5,296,6611,3.43,1,17,1,0,5,2016-01-01,2016-04-01,779416,2,2016,1.5,16,1,20.59,7.3
33510,2020-05-09,5,296,6611,6.91,1,17,1,0,5,2015-11-01,2017-01-03,779416,2,2016,1.5,31,1,20.59,7.98
33518,2021-07-10,8,48,1220,5.17,2,1,4,0,5,2019-06-01,2019-07-31,779412,2,2019,2,7,1,21.89,15.68
33532,2021-05-17,15,174,6604,5.24,1,3,4,0,7,2019-04-01,2019-05-17,779413,1,2019,2,3,1,22.98,17.86
33535,2021-01-13,13,66,6615,9.12,1,17,2,0,5,2014-06-01,2014-07-04,779416,2,2014,1.6,3,1,18.19,5.6
33536,2020-06-20,13,66,6615,7.5,1,17,1,0,5,2014-09-01,2014-10-11,779416,2,2014,1.6,3,1,18.19,6.7
33553,2020-07-23,3,137,6600,15.76,5,8,2,1,5,2010-11-01,2010-12-01,779416,2,2011,1.8,17,1,12.78,2.98
33566,2020-09-08,8,101,6617,8.89,6,1,2,0,5,2013-03-01,2013-04-03,779412,2,2013,2,32,1,29.28,10.5
33572,2021-03-10,23,154,827,8.51,1,1,1,0,5,2016-05-01,2016-06-29,779419,2,2016,1.6,3,1,12.78,6
33580,2021-07-10,23,154,827,5.25,1,1,1,1,5,2016-08-01,2016-10-28,779419,2,2016,1.6,3,1,12.78,6.3
33592,2021-01-27,48,269,6618,7.57,1,19,2,0,5,2014-09-01,2015-05-16,779414,2,2014,1.6,3,1,21.69,5.5
33607,2021-05-24,71,284,6627,2.82,3,5,1,1,5,2019-05-01,2019-10-11,779413,1,2019,2,3,1,16.68,12.5
33612,2020-04-17,27,142,183,12.06,1,3,2,0,5,2012-04-01,2012-07-17,779411,3,2012,2,3,1,62.8,16.8
33614,2020-03-01,27,142,183,11.25,9,17,2,1,5,2012-05-01,2012-09-21,779411,3,2012,2,3,1,62.8,13.9
33616,2020-08-16,27,142,183,8.42,1,1,2,1,5,2011-11-01,2012-02-21,779411,3,2012,2,3,1,62.8,17.48
33619,2021-01-09,8,298,6629,5.75,6,1,2,4,4,2013-10-01,2014-01-15,779412,3,2014,1.4,16,1,23,11.28
33634,2020-11-28,7,182,6623,5.87,6,1,2,1,5,2011-10-01,2012-03-08,779415,2,2011,1.5,11,1,11.28,3.9
33645,2020-11-14,10,197,6633,7.81,1,28,2,0,5,2016-08-01,2016-12-06,779413,1,2016,1.6,24,1,7.79,4.3
33663,2020-12-29,8,135,6640,2.75,1,9,1,0,5,2018-07-01,2018-08-15,,,2018,1.5,6,1,7.79,6
33668,2020-04-05,25,97,1262,4.71,1,15,1,0,5,2018-08-01,2018-11-30,,,2018,1.6,3,1,8.79,6.5
33675,2021-06-29,44,181,6644,12.63,6,1,2,0,5,2014-01-01,2014-12-15,779416,3,2013,3.6,21,1,46.99,26.98
33677,2020-05-03,11,63,74,11.73,5,1,2,1,5,2011-05-01,2011-05-31,779412,2,2011,2,2,1,36.98,8.6
33683,2020-07-07,8,171,6645,11.26,1,4,2,1,5,2013-11-01,2013-11-29,779412,2,2013,1.4,6,1,9.88,3.6
